man	323922	0.0888405816181
woman	167802	0.0460222747349
people	121465	0.033313641081
girl	74530	0.0204409967461
boy	70887	0.0194418480658
dog	70174	0.0192462968692
shirt	61088	0.0167543218734
child	58908	0.0161564234043
group	43440	0.0119140869268
street	39321	0.0107843879385
person	36272	0.0099481528777
front	34217	0.00938453757764
water	30246	0.00829542986157
hat	22732	0.00623460000044
ball	20476	0.00561585736446
building	18840	0.00516715924724
player	18575	0.00509447892874
bike	18094	0.00496255729403
beach	17589	0.00482405329086
hand	16974	0.00465538009887
jacket	16325	0.00447738188488
kid	16054	0.00440305597427
crowd	15883	0.00435615659893
picture	15132	0.00415018331896
lady	15002	0.00411452882309
field	14902	0.00408710228781
car	14887	0.00408298830752
table	14679	0.00402594111413
guy	13215	0.00362441663759
game	13153	0.00360741218572
tree	13090	0.00359013346849
a	12986	0.0035616098718
sidewalk	12931	0.00354652527739
park	12925	0.00354487968528
background	12768	0.00350182002488
something	11927	0.00327116286315
snow	11917	0.00326842020963
grass	11889	0.00326074077975
camera	11767	0.0032272804067
dress	11758	0.00322481201853
hair	11609	0.00318394648096
wall	11570	0.0031732501322
couple	11514	0.00315789127244
worker	11386	0.00312278530728
soccer	10957	0.00300512547091
standing	10845	0.0029744077514
guitar	10546	0.0028924024109
city	10516	0.00288417445032
food	10307	0.00282685299158
air	10300	0.00282493313411
rock	10111	0.00277309698242
top	9963	0.0027325057102
bench	9899	0.00271495272762
shorts	9871	0.00270727329774
baby	9843	0.00269959386787
horse	9749	0.0026738129247
glass	9635	0.00264254667448
pants	9396	0.00257699725515
road	9085	0.00249170073042
boat	8983	0.00246372566444
pool	8887	0.00243739619056
jeans	8795	0.0024121637781
bicycle	8568	0.00234990554301
ride	8535	0.00234085478637
head	8511	0.0023342724179
baseball	8193	0.0022470560357
race	8176	0.0022423935247
face	8134	0.00223087437989
day	8106	0.00222319495001
chair	7958	0.00218260367779
suit	7916	0.00217108453297
team	7895	0.00216532496056
someone	7877	0.00216038818421
side	7864	0.00215682273462
stage	7848	0.00215243448898
mountain	7835	0.00214886903939
sign	7812	0.00214256093628
ground	7794	0.00213762415993
room	7762	0.00212884766863
construction	7527	0.00206439531072
football	7441	0.00204080849038
friend	7431	0.00203806583685
band	7376	0.00202298124244
store	7285	0.00199802309534
coat	7038	0.00193027955319
toy	6921	0.00189819050691
bag	6898	0.00189188240379
t-shirt	6634	0.00181947635065
window	6630	0.00181837928924
uniform	6598	0.00180960279795
area	6402	0.00175584678879
dirt	6384	0.00175091001244
train	6334	0.0017371967448
arm	6319	0.00173308276451
helmet	6276	0.00172128935434
tennis	6143	0.00168481206241
ocean	6105	0.001674389979
sand	6084	0.00166863040659
basketball	6081	0.00166780761053
sunglass	5782	0.00158580227004
home	5767	0.00158168828975
restaurant	5700	0.00156331251111
floor	5662	0.0015528904277
mouth	5602	0.00153643450653
book	5538	0.00151888152395
instrument	5433	0.0014900836619
bus	5396	0.00147993584385
microphone	5330	0.00146183433056
family	5297	0.00145278357392
motorcycle	5268	0.00144482987869
music	5247	0.00143907030628
skateboard	5238	0.0014366019181
house	5132	0.0014075297907
lake	5109	0.00140122168759
truck	5093	0.00139683344194
animal	5059	0.00138750841995
clothing	4982	0.00136638998778
line	4960	0.00136035615002
vest	4939	0.00135459657761
trick	4915	0.00134801420914
wood	4892	0.00134170610602
cap	4887	0.00134033477926
outside	4835	0.00132607298091
work	4802	0.00131702222427
clothes	4798	0.00131592516286
track	4696	0.00128795009687
back	4652	0.00127588242135
ice	4651	0.00127560815599
cat	4610	0.00126436327653
flower	4581	0.0012564095813
kitchen	4502	0.00123474261842
costume	4457	0.00122240067755
umbrella	4387	0.00120320210285
photo	4350	0.00119305428479
playing	4324	0.00118592338562
male	4316	0.0011837292628
swing	4287	0.00117577556756
flag	4281	0.00117412997545
stick	4239	0.00116261083063
fence	4206	0.00115356007399
lot	4199	0.00115164021652
drink	4192	0.00114972035905
couch	4180	0.00114642917481
phone	4173	0.00114450931734
market	4168	0.00114313799058
hill	4130	0.00113271590717
river	4123	0.0011307960497
art	4107	0.00112640780406
adult	4094	0.00112284235447
cart	4086	0.00112064823165
piece	4085	0.00112037396629
shoe	4051	0.0011110489443
bed	4042	0.00110858055612
bar	4035	0.00110666069865
middle	4005	0.00109843273807
wave	3945	0.0010819768169
sweater	3936	0.00107950842872
dance	3881	0.00106442383432
event	3831	0.00105071056668
other	3822	0.0010482421785
toddler	3792	0.00104001421792
brick	3754	0.00102959213451
singing	3732	0.00102355829675
shop	3669	0.00100627957952
fire	3662	0.00100435972205
night	3653	0.00100189133387
mother	3649	0.00100079427246
path	3624	0.000993937638641
pole	3614	0.000991194985113
men	3612	0.000990646454407
tan	3596	0.000986258208762
party	3590	0.000984612616645
rope	3572	0.000979675840294
cellphone	3535	0.00096952802224
outfit	3534	0.000969253756887
school	3485	0.000955814754598
board	3464	0.000950055182189
stand	3460	0.000948958120778
watch	3443	0.00094429560978
body	3424	0.000939084568076
backpack	3379	0.000926742627199
hockey	3354	0.000919885993378
shopping	3346	0.000917691870556
tank	3327	0.000912480828852
bird	3316	0.000909463909971
fishing	3295	0.000903704337561
female	3284	0.00090068741868
step	3248	0.000890813865979
computer	3222	0.000883682966805
foot	3219	0.000882860170747
stone	3215	0.000881763109335
bridge	3193	0.000875729271573
machine	3191	0.000875180740868
fish	3184	0.000873260883398
student	3172	0.000869969699164
cowboy	3163	0.000867501310988
paper	3140	0.000861193207873
vehicle	3126	0.000857353492934
musician	3115	0.000854336574053
concert	3100	0.00085022259376
swimming	3089	0.000847205674879
sport	3074	0.000843091694587
rider	3048	0.000835960795413
metal	2953	0.000809905586895
sun	2925	0.000802226157016
subway	2924	0.000801951891663
object	2918	0.000800306299546
stair	2899	0.000795095257842
time	2892	0.000793175400373
balloon	2877	0.00078906142008
leg	2819	0.000773154029616
eye	2817	0.000772605498911
door	2806	0.00076958858003
biker	2792	0.00076574886509
sky	2781	0.000762731946209
police	2777	0.000761634884798
jump	2769	0.000759440761975
skateboarder	2741	0.000751761332096
fountain	2732	0.00074929294392
play	2731	0.000749018678568
shoulder	2726	0.000747647351803
skirt	2724	0.000747098821098
slide	2717	0.000745178963628
fruit	2670	0.000732288492045
rain	2666	0.000731191430634
beer	2658	0.000728997307811
dinner	2651	0.000727077450342
parade	2632	0.000721866408638
number	2607	0.000715009774817
competition	2603	0.000713912713406
gear	2575	0.000706233283527
box	2565	0.000703490629998
forest	2565	0.000703490629998
audience	2562	0.00070266783394
volleyball	2554	0.000700473711117
bottle	2488	0.000682372197831
dancing	2486	0.000681823667125
son	2474	0.000678532482891
corner	2438	0.00066865893019
jersey	2436	0.000668110399484
light	2433	0.000667287603425
equipment	2420	0.000663722153839
orange	2418	0.000663173623133
scarf	2417	0.00066289935778
pink	2387	0.000654671397195
nobody	2381	0.000653025805079
gentleman	2375	0.000651380212962
painting	2372	0.000650557416903
talk	2335	0.000640409598849
officer	2334	0.000640135333496
statue	2331	0.000639312537437
walk	2329	0.000638764006732
wedding	2325	0.00063766694532
cream	2303	0.000631633107558
item	2289	0.000627793392619
tent	2284	0.000626422065854
yard	2264	0.000620936758798
father	2249	0.000616822778505
playground	2248	0.000616548513153
beard	2247	0.0006162742478
roof	2244	0.000615451451741
surfer	2236	0.000613257328919
dancer	2233	0.00061243453286
sweatshirt	2210	0.000606126429745
cup	2208	0.00060557789904
break	2206	0.000605029368334
lunch	2205	0.000604755102981
vendor	2197	0.000602560980159
winter	2185	0.000599269795925
cigarette	2181	0.000598172734513
coffee	2171	0.000595430080985
boot	2168	0.000594607284927
way	2164	0.000593510223515
fun	2145	0.000588299181812
paint	2135	0.000585556528283
view	2132	0.000584733732225
ramp	2120	0.000581442547991
cake	2116	0.00058034548658
snowboarder	2109	0.00057842562911
ladder	2094	0.000574311648817
basket	2090	0.000573214587406
bucket	2079	0.000570197668525
show	2056	0.00056388956541
runner	2054	0.000563341034704
glove	2053	0.000563066769352
newspaper	2048	0.000561695442587
bunch	2039	0.000559227054412
trail	2038	0.000558952789059
tv	2036	0.000558404258354
distance	2030	0.000556758666237
station	2013	0.000552096155239
skier	2011	0.000551547624533
desk	2008	0.000550724828474
lawn	1982	0.000543593929301
class	1979	0.000542771133242
apron	1976	0.000541948337184
artist	1955	0.000536188764775
drum	1931	0.000529606396307
look	1909	0.000523572558545
edge	1902	0.000521652701075
plaid	1901	0.000521378435722
safety	1901	0.000521378435722
ski	1897	0.000520281374311
daughter	1887	0.000517538720783
color	1875	0.000514247536549
performer	1866	0.000511779148373
cyclist	1862	0.000510682086962
clown	1859	0.000509859290903
bubble	1858	0.000509585025551
mask	1856	0.000509036494845
video	1855	0.000508762229492
teenager	1843	0.000505471045258
business	1836	0.000503551187788
parking	1831	0.000502179861024
match	1821	0.000499437207496
vegetable	1820	0.000499162942143
court	1820	0.000499162942143
place	1815	0.000497791615379
blanket	1813	0.000497243084673
shore	1806	0.000495323227204
church	1791	0.000491209246911
member	1787	0.0004901121855
bull	1779	0.000487918062677
grill	1769	0.000485175409149
rodeo	1768	0.000484901143796
leaf	1756	0.000481609959562
grocery	1754	0.000481061428857
bathing	1733	0.000475301856447
puppy	1732	0.000475027591094
scene	1727	0.00047365626433
net	1711	0.000469268018685
spectator	1700	0.000466251099804
office	1695	0.00046487977304
scooter	1692	0.000464056976981
life	1684	0.000461862854159
structure	1673	0.000458845935278
pile	1669	0.000457748873866
bikini	1658	0.000454731954985
set	1656	0.00045418342428
purse	1654	0.000453634893574
plant	1653	0.000453360628221
onlooker	1648	0.000451989301457
display	1644	0.000450892240046
wheel	1641	0.000450069443987
tattoo	1639	0.000449520913282
owner	1637	0.000448972382576
plate	1629	0.000446778259753
meal	1624	0.000445406932989
soldier	1623	0.000445132667636
drinking	1622	0.000444858402284
bowling	1610	0.00044156721805
cooking	1606	0.000440470156638
cliff	1605	0.000440195891286
traffic	1601	0.000439098829874
stroller	1598	0.000438276033816
golf	1595	0.000437453237757
trunk	1588	0.000435533380288
site	1585	0.000434710584229
chef	1584	0.000434436318876
gym	1571	0.00043087086929
human	1568	0.000430048073231
bride	1559	0.000427579685056
foreground	1558	0.000427305419703
smoking	1557	0.00042703115435
gun	1556	0.000426756888997
